batch_id,store_id,sku_id,quantity_received,quantity_on_hand,received_date,expiry_date,current_price_inr,shelf_section
BAT-000862,STR-002,SKU-0138,58,58,2025-02-13,2025-03-28,119.0,Checkout Display
BAT-001148,STR-003,SKU-0083,36,36,2025-02-13,2025-05-15,44.0,Bulk Bins
BAT-001254,STR-003,SKU-0118,46,46,2025-02-13,2025-02-16,327.0,Refrigerated
BAT-001267,STR-003,SKU-0123,20,20,2025-02-13,2025-02-16,356.0,Aisle-A
BAT-001287,STR-003,SKU-0129,32,32,2025-02-13,2025-02-25,149.0,Bulk Bins
BAT-001371,STR-004,SKU-0007,54,54,2025-02-13,2025-02-20,92.0,Aisle-B
BAT-001578,STR-004,SKU-0076,30,30,2025-02-13,2025-03-28,138.0,Produce Rack
BAT-001622,STR-004,SKU-0091,57,57,2025-02-13,2025-05-23,44.0,Bulk Bins
BAT-001817,STR-005,SKU-0006,29,29,2025-02-13,2025-02-22,97.0,Frozen
BAT-001841,STR-005,SKU-0014,7,7,2025-02-13,2025-02-23,129.0,Frozen
BAT-002269,STR-006,SKU-0007,83,83,2025-02-13,2025-02-20,92.0,Checkout Display
BAT-002426,STR-006,SKU-0059,145,145,2025-02-13,2026-01-08,121.0,Aisle-A
BAT-000105,STR-001,SKU-0035,18,18,2025-02-14,2025-02-21,108.0,Bulk Bins
BAT-000458,STR-002,SKU-0003,31,31,2025-02-14,2025-02-19,95.5,Aisle-B
BAT-000587,STR-002,SKU-0046,55,55,2025-02-14,2025-02-19,140.5,Produce Rack
BAT-000847,STR-002,SKU-0133,53,53,2025-02-14,2025-04-27,82.0,Bulk Bins
BAT-001341,STR-003,SKU-0147,26,26,2025-02-14,2025-02-16,86.0,Checkout Display
BAT-001451,STR-004,SKU-0034,19,19,2025-02-14,2025-02-17,110.0,Aisle-A
BAT-001951,STR-005,SKU-0051,8,8,2025-02-14,2025-09-07,164.0,Frozen
BAT-002367,STR-006,SKU-0039,92,92,2025-02-14,2025-02-18,93.0,Produce Rack
BAT-002401,STR-006,SKU-0051,74,74,2025-02-14,2025-09-07,164.0,Bulk Bins
BAT-002424,STR-006,SKU-0058,117,117,2025-02-14,2025-08-27,102.5,Produce Rack
BAT-002548,STR-006,SKU-0100,72,72,2025-02-14,2026-07-19,106.0,Checkout Display
BAT-000097,STR-001,SKU-0033,17,17,2025-02-15,2025-02-22,67.0,Checkout Display
BAT-000869,STR-002,SKU-0140,21,21,2025-02-15,2025-04-19,173.5,Aisle-A
BAT-000985,STR-003,SKU-0029,15,15,2025-02-15,2025-02-19,109.5,Produce Rack
BAT-001153,STR-003,SKU-0085,54,54,2025-02-15,2025-08-12,71.0,Frozen
BAT-001166,STR-003,SKU-0089,49,49,2025-02-15,2025-04-29,74.0,Bulk Bins
BAT-001225,STR-003,SKU-0109,71,71,2025-02-15,2026-06-27,176.5,Refrigerated
BAT-001289,STR-003,SKU-0130,30,30,2025-02-15,2025-04-11,70.5,Bulk Bins
BAT-001362,STR-004,SKU-0004,36,36,2025-02-15,2025-02-24,115.0,Frozen
BAT-001389,STR-004,SKU-0013,25,25,2025-02-15,2025-02-21,103.0,Bulk Bins
BAT-001439,STR-004,SKU-0030,16,16,2025-02-15,2025-02-19,58.5,Produce Rack
BAT-001458,STR-004,SKU-0036,44,44,2025-02-15,2025-02-21,177.5,Checkout Display
BAT-001601,STR-004,SKU-0084,53,53,2025-02-15,2025-08-05,34.0,Frozen
BAT-001730,STR-004,SKU-0127,70,70,2025-02-15,2025-02-17,330.0,Checkout Display
BAT-002006,STR-005,SKU-0069,23,23,2025-02-15,2025-04-19,53.5,Checkout Display
BAT-002034,STR-005,SKU-0078,24,24,2025-02-15,2025-05-23,48.0,Produce Rack
BAT-002040,STR-005,SKU-0080,19,19,2025-02-15,2025-04-24,143.0,Frozen
BAT-002421,STR-006,SKU-0057,119,119,2025-02-15,2026-01-03,90.5,Aisle-B
BAT-002508,STR-006,SKU-0086,44,44,2025-02-15,2025-07-28,59.0,Produce Rack
BAT-002562,STR-006,SKU-0104,93,93,2025-02-15,2025-11-11,139.5,Bulk Bins
BAT-000005,STR-001,SKU-0002,29,29,2025-02-16,2025-02-22,76.0,Frozen
BAT-000132,STR-001,SKU-0044,8,8,2025-02-16,2025-02-23,151.5,Checkout Display
BAT-000440,STR-001,SKU-0147,30,30,2025-02-16,2025-02-18,86.0,Aisle-B
BAT-000508,STR-002,SKU-0020,51,51,2025-02-16,2025-02-21,85.0,Checkout Display
BAT-000976,STR-003,SKU-0026,15,15,2025-02-16,2025-02-20,100.0,Aisle-B
BAT-001012,STR-003,SKU-0038,40,40,2025-02-16,2025-02-21,142.5,Checkout Display
BAT-001193,STR-003,SKU-0098,28,28,2025-02-16,2026-02-28,101.5,Produce Rack
BAT-001504,STR-004,SKU-0052,34,34,2025-02-16,2025-08-18,129.5,Aisle-B
BAT-001666,STR-004,SKU-0106,15,15,2025-02-16,2026-06-21,192.0,Aisle-A
BAT-001712,STR-004,SKU-0121,56,56,2025-02-16,2025-02-18,169.5,Frozen
BAT-002154,STR-005,SKU-0118,18,18,2025-02-16,2025-02-19,327.0,Aisle-A
BAT-002204,STR-005,SKU-0135,30,30,2025-02-16,2025-03-14,108.0,Bulk Bins
BAT-002365,STR-006,SKU-0039,53,53,2025-02-16,2025-02-20,120.5,Checkout Display
BAT-002650,STR-006,SKU-0134,118,118,2025-02-16,2025-04-18,135.5,Checkout Display
BAT-000126,STR-001,SKU-0042,16,16,2025-02-17,2025-02-22,30.5,Refrigerated
BAT-000452,STR-002,SKU-0001,22,22,2025-02-17,2025-02-22,58.0,Aisle-A
BAT-000502,STR-002,SKU-0018,22,22,2025-02-17,2025-02-22,71.5,Bulk Bins
BAT-001054,STR-003,SKU-0052,15,15,2025-02-17,2025-08-19,129.5,Bulk Bins
BAT-001111,STR-003,SKU-0071,19,19,2025-02-17,2025-06-04,128.5,Frozen
BAT-001150,STR-003,SKU-0084,49,49,2025-02-17,2025-08-07,57.0,Aisle-B
BAT-001154,STR-003,SKU-0085,44,44,2025-02-17,2025-08-14,71.0,Frozen
BAT-001500,STR-004,SKU-0050,54,54,2025-02-17,2025-09-04,121.0,Bulk Bins
BAT-001585,STR-004,SKU-0079,31,31,2025-02-17,2025-07-06,91.5,Frozen
BAT-001695,STR-004,SKU-0115,58,58,2025-02-17,2025-02-18,311.5,Produce Rack
BAT-001702,STR-004,SKU-0118,75,75,2025-02-17,2025-02-20,327.0,Bulk Bins
BAT-001973,STR-005,SKU-0058,23,23,2025-02-17,2025-08-30,102.5,Produce Rack
BAT-002430,STR-006,SKU-0060,138,138,2025-02-17,2025-09-25,164.0,Aisle-A
BAT-002594,STR-006,SKU-0115,43,43,2025-02-17,2025-02-18,224.5,Bulk Bins
BAT-002668,STR-006,SKU-0140,84,84,2025-02-17,2025-04-21,173.5,Bulk Bins
BAT-000397,STR-001,SKU-0133,16,16,2025-02-18,2025-05-01,82.0,Bulk Bins
BAT-000423,STR-001,SKU-0141,21,21,2025-02-18,2025-05-08,115.5,Aisle-B
BAT-000557,STR-002,SKU-0036,38,38,2025-02-18,2025-02-24,177.5,Produce Rack
BAT-000607,STR-002,SKU-0053,42,42,2025-02-18,2025-09-28,163.5,Aisle-A
BAT-000728,STR-002,SKU-0093,17,17,2025-02-18,2025-07-26,26.5,Bulk Bins
BAT-000764,STR-002,SKU-0105,63,63,2025-02-18,2026-01-19,139.0,Bulk Bins
BAT-001177,STR-003,SKU-0093,75,75,2025-02-18,2025-07-26,26.5,Bulk Bins
BAT-001642,STR-004,SKU-0098,56,56,2025-02-18,2026-03-02,156.5,Bulk Bins
BAT-001696,STR-004,SKU-0116,17,17,2025-02-18,2025-02-21,500.0,Aisle-A
BAT-002122,STR-005,SKU-0108,11,11,2025-02-18,2025-11-11,215.0,Checkout Display
BAT-002538,STR-006,SKU-0096,67,67,2025-02-18,2025-04-23,69.5,Frozen
BAT-000064,STR-001,SKU-0022,6,6,2025-02-19,2025-02-22,109.0,Refrigerated
BAT-000277,STR-001,SKU-0093,28,28,2025-02-19,2025-07-27,26.5,Frozen
BAT-000327,STR-001,SKU-0109,22,22,2025-02-19,2026-07-01,176.5,Refrigerated
BAT-000630,STR-002,SKU-0060,31,31,2025-02-19,2025-09-27,164.0,Frozen
BAT-000913,STR-003,SKU-0005,15,15,2025-02-19,2025-02-28,103.0,Bulk Bins
BAT-000935,STR-003,SKU-0012,55,55,2025-02-19,2025-02-28,95.0,Produce Rack
BAT-000963,STR-003,SKU-0021,60,60,2025-02-19,2025-02-24,89.0,Produce Rack
BAT-001226,STR-003,SKU-0109,56,56,2025-02-19,2026-07-01,176.5,Frozen
BAT-001351,STR-004,SKU-0001,56,56,2025-02-19,2025-02-24,58.0,Aisle-A
BAT-001727,STR-004,SKU-0126,38,38,2025-02-19,2025-02-22,208.0,Checkout Display
BAT-001769,STR-004,SKU-0140,56,56,2025-02-19,2025-04-23,173.5,Aisle-A
BAT-001960,STR-005,SKU-0054,16,16,2025-02-19,2025-11-28,60.0,Frozen
BAT-002340,STR-006,SKU-0030,80,80,2025-02-19,2025-02-23,38.5,Bulk Bins
BAT-000286,STR-001,SKU-0096,5,5,2025-02-20,2025-04-25,89.0,Frozen
BAT-000333,STR-001,SKU-0111,9,9,2025-02-20,2025-08-31,116.0,Aisle-A
BAT-000344,STR-001,SKU-0115,13,13,2025-02-20,2025-02-21,205.5,Produce Rack
BAT-000993,STR-003,SKU-0031,33,33,2025-02-20,2025-02-22,61.5,Produce Rack
BAT-001010,STR-003,SKU-0037,28,28,2025-02-20,2025-02-24,157.0,Produce Rack
BAT-001200,STR-003,SKU-0100,35,35,2025-02-20,2026-07-25,67.0,Refrigerated
BAT-001206,STR-003,SKU-0102,34,34,2025-02-20,2026-02-02,176.5,Refrigerated
BAT-002089,STR-005,SKU-0097,12,12,2025-02-20,2026-01-26,135.0,Aisle-A
BAT-002132,STR-005,SKU-0111,29,29,2025-02-20,2025-08-31,116.0,Bulk Bins
BAT-002172,STR-005,SKU-0124,8,8,2025-02-20,2025-02-22,169.0,Aisle-A
BAT-002569,STR-006,SKU-0107,149,149,2025-02-20,2025-12-06,147.5,Aisle-B
BAT-000131,STR-001,SKU-0044,16,16,2025-02-21,2025-02-28,103.0,Refrigerated
BAT-000376,STR-001,SKU-0126,16,16,2025-02-21,2025-02-24,208.0,Aisle-B
BAT-000473,STR-002,SKU-0008,78,78,2025-02-21,2025-03-03,25.0,Checkout Display
BAT-001067,STR-003,SKU-0056,76,76,2025-02-21,2025-11-01,156.5,Produce Rack
BAT-001068,STR-003,SKU-0056,76,76,2025-02-21,2025-11-01,156.5,Refrigerated
BAT-001309,STR-003,SKU-0137,64,64,2025-02-21,2025-04-26,98.5,Checkout Display
BAT-001406,STR-004,SKU-0019,27,27,2025-02-21,2025-02-25,59.5,Aisle-B
BAT-001422,STR-004,SKU-0024,64,64,2025-02-21,2025-02-25,119.5,Refrigerated
BAT-001890,STR-005,SKU-0030,6,6,2025-02-21,2025-02-25,58.5,Refrigerated
BAT-002136,STR-005,SKU-0112,5,5,2025-02-21,2025-09-26,152.0,Produce Rack
BAT-000542,STR-002,SKU-0031,46,46,2025-02-22,2025-02-24,102.5,Aisle-B
BAT-000579,STR-002,SKU-0043,69,69,2025-02-22,2025-02-28,76.0,Aisle-B
BAT-000599,STR-002,SKU-0050,79,79,2025-02-22,2025-09-09,121.0,Frozen
BAT-000750,STR-002,SKU-0100,60,60,2025-02-22,2026-07-27,106.0,Produce Rack
BAT-000917,STR-003,SKU-0006,75,75,2025-02-22,2025-03-03,97.0,Refrigerated
BAT-001086,STR-003,SKU-0062,59,59,2025-02-22,2025-10-20,144.5,Bulk Bins
BAT-001618,STR-004,SKU-0090,26,26,2025-02-22,2025-05-21,79.5,Frozen
BAT-001798,STR-004,SKU-0150,20,20,2025-02-22,2025-02-27,75.0,Refrigerated
BAT-001812,STR-005,SKU-0004,20,20,2025-02-22,2025-03-03,115.0,Aisle-A
BAT-001894,STR-005,SKU-0032,12,12,2025-02-22,2025-02-26,47.5,Refrigerated
BAT-001900,STR-005,SKU-0034,6,6,2025-02-22,2025-02-25,110.0,Aisle-B
BAT-001972,STR-005,SKU-0058,7,7,2025-02-22,2025-09-04,102.5,Produce Rack
BAT-002072,STR-005,SKU-0091,6,6,2025-02-22,2025-06-01,56.0,Aisle-B
BAT-002490,STR-006,SKU-0080,74,74,2025-02-22,2025-05-01,143.0,Frozen
BAT-000117,STR-001,SKU-0039,26,26,2025-02-23,2025-02-27,120.5,Aisle-A
BAT-000150,STR-001,SKU-0050,11,11,2025-02-23,2025-09-10,91.0,Aisle-B
BAT-000567,STR-002,SKU-0039,66,66,2025-02-23,2025-02-27,120.5,Refrigerated
BAT-000604,STR-002,SKU-0052,78,78,2025-02-23,2025-08-25,129.5,Aisle-A
BAT-000689,STR-002,SKU-0080,53,53,2025-02-23,2025-05-02,143.0,Aisle-B
BAT-001005,STR-003,SKU-0035,61,61,2025-02-23,2025-03-02,108.0,Frozen
BAT-001065,STR-003,SKU-0055,61,61,2025-02-23,2025-11-29,70.0,Checkout Display
BAT-001093,STR-003,SKU-0065,76,76,2025-02-23,2025-06-13,104.0,Bulk Bins
BAT-002390,STR-006,SKU-0047,114,114,2025-02-23,2025-02-26,176.0,Produce Rack
BAT-002597,STR-006,SKU-0116,35,35,2025-02-23,2025-02-26,500.0,Bulk Bins
BAT-000040,STR-001,SKU-0014,24,24,2025-02-24,2025-03-06,102.0,Aisle-A
BAT-000050,STR-001,SKU-0017,14,14,2025-02-24,2025-02-28,113.0,Frozen
BAT-000754,STR-002,SKU-0102,19,19,2025-02-24,2026-02-06,176.5,Refrigerated
BAT-001353,STR-004,SKU-0001,18,18,2025-02-24,2025-03-01,58.0,Aisle-B
BAT-001403,STR-004,SKU-0018,58,58,2025-02-24,2025-03-01,71.5,Aisle-B
BAT-001625,STR-004,SKU-0092,32,32,2025-02-24,2025-06-15,64.5,Bulk Bins
BAT-001713,STR-004,SKU-0121,80,80,2025-02-24,2025-02-26,232.5,Refrigerated
BAT-001825,STR-005,SKU-0009,9,9,2025-02-24,2025-03-02,128.5,Aisle-A
BAT-002143,STR-005,SKU-0115,25,25,2025-02-24,2025-02-25,311.5,Produce Rack
BAT-002205,STR-005,SKU-0135,10,10,2025-02-24,2025-03-22,108.0,Aisle-A
BAT-002623,STR-006,SKU-0125,92,92,2025-02-24,2025-02-27,195.0,Frozen
BAT-000318,STR-001,SKU-0106,9,9,2025-02-25,2026-06-30,192.0,Frozen
BAT-000350,STR-001,SKU-0117,18,18,2025-02-25,2025-02-26,374.5,Aisle-A
BAT-000433,STR-001,SKU-0145,5,5,2025-02-25,2025-03-01,123.5,Refrigerated
BAT-000445,STR-001,SKU-0149,22,22,2025-02-25,2026-02-15,78.0,Produce Rack
BAT-000605,STR-002,SKU-0052,29,29,2025-02-25,2025-08-27,129.5,Produce Rack
BAT-000684,STR-002,SKU-0078,62,62,2025-02-25,2025-06-02,35.0,Aisle-A
BAT-000720,STR-002,SKU-0090,70,70,2025-02-25,2025-05-24,79.5,Frozen
BAT-000788,STR-002,SKU-0113,33,33,2025-02-25,2025-02-26,308.0,Aisle-B
BAT-000798,STR-002,SKU-0116,75,75,2025-02-25,2025-02-28,330.0,Aisle-B
BAT-000882,STR-002,SKU-0144,78,78,2025-02-25,2025-04-06,80.0,Produce Rack
BAT-001238,STR-003,SKU-0113,66,66,2025-02-25,2025-02-26,411.0,Aisle-B
BAT-001306,STR-003,SKU-0136,19,19,2025-02-25,2025-05-21,167.5,Frozen
BAT-001382,STR-004,SKU-0011,46,46,2025-02-25,2025-03-04,51.0,Refrigerated
BAT-001405,STR-004,SKU-0019,77,77,2025-02-25,2025-03-01,43.0,Refrigerated
BAT-001605,STR-004,SKU-0085,33,33,2025-02-25,2025-08-22,71.0,Checkout Display
BAT-001778,STR-004,SKU-0143,43,43,2025-02-25,2025-04-07,29.5,Produce Rack
BAT-001940,STR-005,SKU-0047,26,26,2025-02-25,2025-02-28,119.5,Checkout Display
BAT-001961,STR-005,SKU-0054,14,14,2025-02-25,2025-12-04,98.0,Refrigerated
BAT-001970,STR-005,SKU-0057,25,25,2025-02-25,2026-01-13,150.5,Checkout Display
BAT-002144,STR-005,SKU-0115,17,17,2025-02-25,2025-02-26,311.5,Aisle-B
BAT-002318,STR-006,SKU-0023,77,77,2025-02-25,2025-02-27,62.5,Frozen
BAT-002329,STR-006,SKU-0027,91,91,2025-02-25,2025-02-27,52.5,Aisle-B
BAT-002584,STR-006,SKU-0112,94,94,2025-02-25,2025-09-30,152.0,Aisle-B
BAT-002700,STR-006,SKU-0150,78,78,2025-02-25,2025-03-02,56.0,Frozen
BAT-000115,STR-001,SKU-0039,14,14,2025-02-26,2025-03-02,120.5,Refrigerated
BAT-000336,STR-001,SKU-0112,7,7,2025-02-26,2025-10-01,100.5,Aisle-A
BAT-000349,STR-001,SKU-0117,13,13,2025-02-26,2025-02-27,374.5,Bulk Bins
BAT-000765,STR-002,SKU-0105,43,43,2025-02-26,2026-01-27,198.5,Aisle-A
BAT-001069,STR-003,SKU-0057,59,59,2025-02-26,2026-01-14,150.5,Frozen
BAT-001092,STR-003,SKU-0064,47,47,2025-02-26,2026-01-21,116.0,Frozen
BAT-001110,STR-003,SKU-0070,31,31,2025-02-26,2025-06-30,102.0,Frozen
BAT-001432,STR-004,SKU-0028,61,61,2025-02-26,2025-03-01,49.0,Frozen
BAT-001514,STR-004,SKU-0055,32,32,2025-02-26,2025-12-02,70.0,Bulk Bins
BAT-001635,STR-004,SKU-0095,17,17,2025-02-26,2025-05-30,62.5,Aisle-B
BAT-002319,STR-006,SKU-0023,124,124,2025-02-26,2025-02-28,57.5,Produce Rack
BAT-002346,STR-006,SKU-0032,43,43,2025-02-26,2025-03-02,47.5,Bulk Bins
BAT-002378,STR-006,SKU-0043,92,92,2025-02-26,2025-03-04,76.0,Produce Rack
BAT-002564,STR-006,SKU-0105,129,129,2025-02-26,2026-01-27,198.5,Checkout Display
BAT-002692,STR-006,SKU-0148,84,84,2025-02-26,2025-04-16,82.5,Checkout Display
BAT-000221,STR-001,SKU-0074,19,19,2025-02-27,2025-06-24,98.5,Produce Rack
BAT-000290,STR-001,SKU-0097,28,28,2025-02-27,2026-02-02,135.0,Aisle-B
BAT-000346,STR-001,SKU-0116,9,9,2025-02-27,2025-03-02,500.0,Produce Rack
BAT-000387,STR-001,SKU-0129,23,23,2025-02-27,2025-03-11,149.0,Aisle-A
BAT-000496,STR-002,SKU-0016,68,68,2025-02-27,2025-03-07,110.5,Aisle-B
BAT-001029,STR-003,SKU-0043,37,37,2025-02-27,2025-03-05,76.0,Frozen
BAT-001335,STR-003,SKU-0145,61,61,2025-02-27,2025-03-03,123.5,Aisle-A
BAT-001438,STR-004,SKU-0030,54,54,2025-02-27,2025-03-03,58.5,Refrigerated
BAT-001574,STR-004,SKU-0075,41,41,2025-02-27,2025-08-05,131.0,Bulk Bins
BAT-001636,STR-004,SKU-0096,22,22,2025-02-27,2025-05-02,61.5,Checkout Display
BAT-001662,STR-004,SKU-0104,59,59,2025-02-27,2025-11-23,139.5,Bulk Bins
BAT-001684,STR-004,SKU-0112,49,49,2025-02-27,2025-10-02,152.0,Bulk Bins
BAT-001872,STR-005,SKU-0024,24,24,2025-02-27,2025-03-03,119.5,Refrigerated
BAT-001937,STR-005,SKU-0046,23,23,2025-02-27,2025-03-04,140.5,Checkout Display
BAT-002128,STR-005,SKU-0110,29,29,2025-02-27,2025-12-24,214.0,Frozen
BAT-002341,STR-006,SKU-0031,140,140,2025-02-27,2025-03-01,102.5,Bulk Bins
BAT-002519,STR-006,SKU-0090,110,110,2025-02-27,2025-05-26,79.5,Bulk Bins
BAT-000108,STR-001,SKU-0036,9,9,2025-02-28,2025-03-06,177.5,Checkout Display
BAT-000165,STR-001,SKU-0055,22,22,2025-02-28,2025-12-04,70.0,Frozen
BAT-000388,STR-001,SKU-0130,20,20,2025-02-28,2025-04-24,70.5,Checkout Display
BAT-000447,STR-001,SKU-0149,20,20,2025-02-28,2026-02-18,81.5,Bulk Bins
BAT-001046,STR-003,SKU-0049,38,38,2025-02-28,2025-10-01,129.0,Produce Rack
BAT-001314,STR-003,SKU-0138,32,32,2025-02-28,2025-04-12,119.0,Refrigerated
BAT-001791,STR-004,SKU-0147,73,73,2025-02-28,2025-03-02,59.5,Bulk Bins
BAT-001816,STR-005,SKU-0006,11,11,2025-02-28,2025-03-09,97.0,Aisle-A
BAT-002005,STR-005,SKU-0069,21,21,2025-02-28,2025-05-02,86.0,Aisle-B
BAT-002086,STR-005,SKU-0096,29,29,2025-02-28,2025-05-03,89.0,Aisle-A
BAT-002211,STR-005,SKU-0137,19,19,2025-02-28,2025-05-03,98.5,Checkout Display
BAT-002515,STR-006,SKU-0089,43,43,2025-02-28,2025-05-12,74.0,Checkout Display
BAT-000056,STR-001,SKU-0019,5,5,2025-03-01,2025-03-05,59.5,Checkout Display
BAT-000083,STR-001,SKU-0028,23,23,2025-03-01,2025-03-04,80.5,Frozen
BAT-000151,STR-001,SKU-0051,11,11,2025-03-01,2025-09-22,164.0,Aisle-B
BAT-000156,STR-001,SKU-0052,15,15,2025-03-01,2025-08-31,84.0,Aisle-B
BAT-000485,STR-002,SKU-0012,42,42,2025-03-01,2025-03-10,95.0,Bulk Bins
BAT-000795,STR-002,SKU-0115,27,27,2025-03-01,2025-03-02,311.5,Produce Rack
BAT-001018,STR-003,SKU-0040,52,52,2025-03-01,2025-03-08,20.0,Aisle-A
BAT-001660,STR-004,SKU-0104,40,40,2025-03-01,2025-11-25,139.5,Refrigerated
BAT-001882,STR-005,SKU-0028,26,26,2025-03-01,2025-03-04,80.5,Produce Rack
BAT-001946,STR-005,SKU-0049,22,22,2025-03-01,2025-10-02,129.0,Frozen
BAT-002400,STR-006,SKU-0050,135,135,2025-03-01,2025-09-16,121.0,Aisle-A
BAT-002605,STR-006,SKU-0119,141,141,2025-03-01,2025-03-03,574.5,Refrigerated
BAT-000006,STR-001,SKU-0002,13,13,2025-03-02,2025-03-08,76.0,Aisle-B
BAT-000198,STR-001,SKU-0066,20,20,2025-03-02,2025-06-16,41.0,Refrigerated
BAT-001387,STR-004,SKU-0013,72,72,2025-03-02,2025-03-08,103.0,Refrigerated
BAT-001499,STR-004,SKU-0050,45,45,2025-03-02,2025-09-17,121.0,Aisle-A
BAT-001510,STR-004,SKU-0054,23,23,2025-03-02,2025-12-09,98.0,Aisle-A
BAT-001539,STR-004,SKU-0063,56,56,2025-03-02,2025-10-31,168.0,Checkout Display
BAT-001657,STR-004,SKU-0103,22,22,2025-03-02,2025-12-05,162.0,Refrigerated
BAT-001680,STR-004,SKU-0110,28,28,2025-03-02,2025-12-27,214.0,Aisle-B
BAT-001874,STR-005,SKU-0025,28,28,2025-03-02,2025-03-04,80.0,Checkout Display
BAT-001931,STR-005,SKU-0044,13,13,2025-03-02,2025-03-09,151.5,Bulk Bins
BAT-002062,STR-005,SKU-0088,30,30,2025-03-02,2025-07-25,54.0,Produce Rack
BAT-002317,STR-006,SKU-0023,149,149,2025-03-02,2025-03-04,94.5,Aisle-A
BAT-002362,STR-006,SKU-0038,53,53,2025-03-02,2025-03-07,142.5,Checkout Display
BAT-002383,STR-006,SKU-0045,75,75,2025-03-02,2025-03-08,108.0,Checkout Display
BAT-000037,STR-001,SKU-0013,30,30,2025-03-03,2025-03-09,103.0,Bulk Bins
BAT-000149,STR-001,SKU-0050,5,5,2025-03-03,2025-09-18,81.0,Aisle-B
BAT-000166,STR-001,SKU-0056,21,21,2025-03-03,2025-11-11,156.5,Produce Rack
BAT-000192,STR-001,SKU-0064,7,7,2025-03-03,2026-01-26,116.0,Aisle-B
BAT-000281,STR-001,SKU-0094,22,22,2025-03-03,2025-07-27,37.0,Aisle-B
BAT-000529,STR-002,SKU-0027,65,65,2025-03-03,2025-03-05,52.5,Refrigerated
BAT-000593,STR-002,SKU-0048,32,32,2025-03-03,2025-03-06,152.5,Frozen
BAT-000815,STR-002,SKU-0122,72,72,2025-03-03,2025-03-06,216.0,Bulk Bins
BAT-001231,STR-003,SKU-0111,17,17,2025-03-03,2025-09-11,116.0,Refrigerated
BAT-001258,STR-003,SKU-0120,18,18,2025-03-03,2025-03-05,545.0,Aisle-B
BAT-001274,STR-003,SKU-0125,26,26,2025-03-03,2025-03-06,253.0,Produce Rack
BAT-001408,STR-004,SKU-0020,63,63,2025-03-03,2025-03-08,112.0,Checkout Display
BAT-001442,STR-004,SKU-0031,53,53,2025-03-03,2025-03-05,102.5,Produce Rack
BAT-001823,STR-005,SKU-0008,26,26,2025-03-03,2025-03-13,29.0,Checkout Display
BAT-001990,STR-005,SKU-0064,23,23,2025-03-03,2026-01-26,116.0,Produce Rack
BAT-002239,STR-005,SKU-0147,22,22,2025-03-03,2025-03-05,86.0,Checkout Display
BAT-002456,STR-006,SKU-0069,124,124,2025-03-03,2025-05-05,60.0,Refrigerated
BAT-000053,STR-001,SKU-0018,6,6,2025-03-04,2025-03-09,71.5,Checkout Display
BAT-000540,STR-002,SKU-0030,56,56,2025-03-04,2025-03-08,58.5,Aisle-A
BAT-000833,STR-002,SKU-0128,66,66,2025-03-04,2025-03-05,302.0,Checkout Display
BAT-001052,STR-003,SKU-0051,19,19,2025-03-04,2025-09-25,164.0,Produce Rack
BAT-001074,STR-003,SKU-0058,70,70,2025-03-04,2025-09-14,66.5,Refrigerated
BAT-001080,STR-003,SKU-0060,80,80,2025-03-04,2025-10-10,164.0,Aisle-B
BAT-002190,STR-005,SKU-0130,5,5,2025-03-04,2025-04-28,48.0,Aisle-B
BAT-002206,STR-005,SKU-0136,15,15,2025-03-04,2025-05-28,167.5,Checkout Display
BAT-002218,STR-005,SKU-0140,19,19,2025-03-04,2025-05-06,173.5,Refrigerated
BAT-002326,STR-006,SKU-0026,66,66,2025-03-04,2025-03-08,73.0,Bulk Bins
BAT-002662,STR-006,SKU-0138,78,78,2025-03-04,2025-04-16,119.0,Aisle-B
BAT-000167,STR-001,SKU-0056,18,18,2025-03-05,2025-11-13,116.0,Bulk Bins
BAT-000218,STR-001,SKU-0073,9,9,2025-03-05,2025-08-23,135.5,Checkout Display
BAT-000347,STR-001,SKU-0116,15,15,2025-03-05,2025-03-08,500.0,Produce Rack
BAT-000377,STR-001,SKU-0126,21,21,2025-03-05,2025-03-08,208.0,Aisle-A
BAT-000484,STR-002,SKU-0012,20,20,2025-03-05,2025-03-14,95.0,Aisle-B
BAT-000914,STR-003,SKU-0005,53,53,2025-03-05,2025-03-14,103.0,Produce Rack
BAT-000955,STR-003,SKU-0019,40,40,2025-03-05,2025-03-09,59.5,Aisle-B
BAT-001331,STR-003,SKU-0144,53,53,2025-03-05,2025-04-14,129.0,Aisle-A
BAT-001342,STR-003,SKU-0148,51,51,2025-03-05,2025-04-23,113.0,Bulk Bins
BAT-001430,STR-004,SKU-0027,15,15,2025-03-05,2025-03-07,52.5,Bulk Bins
BAT-001686,STR-004,SKU-0112,66,66,2025-03-05,2025-10-08,152.0,Produce Rack
BAT-001743,STR-004,SKU-0131,53,53,2025-03-05,2025-05-07,160.0,Frozen
BAT-001858,STR-005,SKU-0020,28,28,2025-03-05,2025-03-10,112.0,Produce Rack
BAT-002030,STR-005,SKU-0077,23,23,2025-03-05,2025-04-15,128.0,Produce Rack
BAT-002391,STR-006,SKU-0047,50,50,2025-03-05,2025-03-08,176.0,Aisle-B
BAT-002393,STR-006,SKU-0048,61,61,2025-03-05,2025-03-08,94.5,Aisle-A
BAT-002480,STR-006,SKU-0077,77,77,2025-03-05,2025-04-15,128.0,Refrigerated
BAT-002589,STR-006,SKU-0113,137,137,2025-03-05,2025-03-06,304.0,Frozen
